posting_id,공사명,종목,대업종,발주처,지역약칭,기초금액,추정가격,예정가격,예정가격사정률,1순위금액,1순위사정률,1순위업체,참여업체수,개찰일,검색지역,연차구분
[R25BK00681189-000],기초 A값 순공사 실적 2025년 동부산권역 송·배수관 정비공사(단가계약) [R25BK00681189-000],상.하수도,상.하수도,부산광역시,부산,"1,087,400,000","988,545,455","1,078,276,775",-0.83900,"953,225,800",-0.81970,거북건설(주),99,25/03/11 11:00,부산,1~2년전
[R25BK00680853-000],기초 A값 순공사 안남로 일원 하수박스 준설공사 [R25BK00680853-000],상.하수도,상.하수도,부산광역시 동래구,부산,"528,644,000","480,585,455","535,315,550",1.26201,"473,448,299",1.33084,진보산업주식회사,53,25/03/11 11:00,부산,1~2년전
[R25BK00687714-000],기초 A값 수의 전포동 경남공고 주변 노후관 개량공사 [R25BK00687714-000],상.하수도,상.하수도,부산광역시 상수도사업본부 부산진사업소,부산,"53,180,000","48,345,454","54,046,350",1.62908,"47,808,870",1.72800,능전조경건설 주식회사,320,25/03/10 11:00,부산,1~2년전
[R25BK00684587-000],기초 A값 수의 2025년 온천천 준설공사 [R25BK00684587-000],토공,지반조성.포장,부산광역시 동래구,부산,"200,000,000","181,062,182","198,965,000",-0.51750,"175,753,235",-0.51184,강호건설 주식회사,169,25/03/10 11:00,부산,1~2년전
[R25BK00680826-001],정정 기초 A값 수의 낙민동 94-1번지 일원 보도정비공사 [R25BK00680826-001],포장,지반조성.포장,부산광역시 동래구,부산,"50,100,000","45,015,531","50,054,575",-0.09067,"44,307,500",-0.07254,거북토건 주식회사,227,25/03/07 11:00,부산,1~2년전
[R25BK00671990-000],기초 A값 수의 수의견적 제출공고(해맞이로 일원 하수시설 정비공사) [R25BK00671990-000],상.하수도,상.하수도,부산광역시 연제구,부산,"77,480,000","70,436,364","77,484,100",0.00529,"68,429,900",0.00536,하진건설(주),334,25/03/07 11:00,부산,1~2년전
[R25BK00678605-000],기초 A값 순공사 2025년 도로굴착 복구공사(단가계약) [R25BK00678605-000],포장,지반조성.포장,부산광역시 사상구,부산,"350,000,000","318,181,818","347,813,375",-0.62475,"307,414,200",-0.57542,주식회사 세진씨엔씨,211,25/03/06 13:00,부산,1~2년전
[R25BK00678298-000],기초 A값 수의 배영초등학교 등 2교(오션중) 통학로 개선 및 휀스 설치공사 [R25BK00678298-000],포장,지반조성.포장,부산광역시교육청 부산광역시북부교육지원청,부산,"183,390,000","166,718,182","183,589,950",0.10902,"162,226,500",0.11371,(주)동서이엔지,239,25/03/06 11:00,부산,1~2년전
[R25BK00678076-000],기초 A값 수의 특허 중앙대로1335번길 일원 복개구조물 보수보강공사(1구간) [R25BK00678076-000],상.하수도,상.하수도,부산광역시 동래구,부산,"99,000,000","90,000,000","100,104,375",1.11553,"88,338,200",1.13287,태영토건(주),333,25/03/06 11:00,부산,1~2년전
[R25BK00676704-000],기초 A값 순공사 화명 제2정수 여과지 선별 세척 및 보사공사 [R25BK00676704-000],상.하수도,상.하수도,부산광역시,부산,"252,120,000","229,200,000","250,058,975",-0.81748,"221,419,600",-0.80352,아쿠아셀(주),312,25/03/06 11:00,부산,1~2년전
[R25BK00675665-000],기초 A값 순공사 의무 김해공항 이동지역 포장보수 및 착륙대 시설개선 공사 [R25BK00675665-000],포장,지반조성.포장,한국공항공사 김해공항,전국/부산,"1,142,790,000","1,038,900,000","1,144,152,825",0.11925,"1,001,743,090",0.12459,대길건설산업 주식회사,167,25/03/06 11:00,부산,1~2년전
[R25BK00675542-000],기초 A값 순공사 2025년 관내 긴급 도로소파 보수공사(단가계약) [R25BK00675542-000],철콘/포장,철콘/지반조성.포장,부산광역시 남구,부산,"600,000,000","545,454,545","597,235,500",-0.46075,"527,727,200",-0.44126,주식회사 경진씨엔씨,98,25/03/06 11:00,부산,1~2년전
[R25BK00675167-000],기초 A값 수의 상호진출 감천초등학교 일원 통학로 정비공사 [R25BK00675167-000],토목/토건/철콘/포장/토공/보링.그라우팅.파일,철콘/지반조성.포장,부산광역시 사하구,부산,"231,660,000","210,600,000","234,079,725",1.04451,"207,298,979",1.05570,엘에스건설 주식회사,246,25/03/06 11:00,부산,1~2년전
[R25BK00674190-000],기초 A값 수의 2025년 장림유수지 일원 외 1개소 준설공사 [R25BK00674190-000],상.하수도,상.하수도,부산광역시 사하구,부산,"171,049,000","155,499,000","170,181,000",-0.50746,"150,467,990",-0.50145,(주)서은건설,58,25/03/06 11:00,부산,1~2년전
[R25BK00673722-000],기초 A값 수의 민락동 진흥목화아파트 주변 노후관 개량공사 [R25BK00673722-000],상.하수도,상.하수도,부산광역시 상수도사업본부 남부사업소,부산,"91,776,000","83,432,728","91,692,975",-0.09047,"81,139,000",-0.08784,(주)금호지질,339,25/03/06 11:00,부산,1~2년전
[R25BK00672616-000],기초 A값 수의 강동동 상덕마을(2146~2179번지 일원) 도로정비공사 [R25BK00672616-000],포장,지반조성.포장,부산광역시 강서구,부산,"137,380,000","124,890,909","139,953,850",1.87352,"124,890,909",2.28375,주식회사 새론테크,246,25/03/06 11:00,부산,1~2년전
[R25BK00674385-000],기초 A값 순공사 2025년 관내 하수시설 준설공사(단가계약) [R25BK00674385-000],상.하수도,상.하수도,부산광역시 금정구,부산,"239,299,000","217,544,546","238,450,150",-0.35473,"210,738,340",-0.34381,유한회사 금문건설,63,25/03/05 14:00,부산,1~2년전
[R25BK00669568-000],기초 A값 수의 2025년 도로굴착 복구공사(단가계약) [R25BK00669568-000],포장,지반조성.포장,부산광역시 부산진구,부산,"70,000,000","63,636,364","70,245,525",0.35075,"61,986,290",0.36256,예서건설 주식회사,234,25/03/05 14:00,부산,1~2년전
[R25BK00674771-000],기초 A값 수의 중앙동 커넥트부산호텔 주변 노후관 개량공사 [R25BK00674771-000],상.하수도,상.하수도,부산광역시 상수도사업본부 중동부사업소,부산,"71,334,000","64,849,091","71,573,750",0.33609,"63,268,810",0.33807,주식회사 쌍림건설,338,25/03/05 11:00,부산,1~2년전
[R25BK00673814-000],기초 A값 수의 사하구 원양로(감천사거리) 일원 포장보수공사 [R25BK00673814-000],포장,지반조성.포장,부산광역시 건설안전시험사업소,부산,"34,300,000","31,181,818","34,673,225",1.08811,"30,476,967",1.10380,(주)도성건설,228,25/03/05 11:00,부산,1~2년전
[R25BK00673365-000],기초 A값 수의 해운대구 양운로(해운대문화회관)일원 포장보수공사 [R25BK00673365-000],포장,지반조성.포장,부산광역시 건설안전시험사업소,부산,"67,230,000","61,118,182","67,881,675",0.96932,"59,667,450",0.97700,대목토건주식회사,241,25/03/05 11:00,부산,1~2년전
[R25BK00673321-000],기초 A값 수의 상호진출 장안읍 반룡리 29-1번지 일원 침수해소공사 [R25BK00673321-000],토목/토건/철콘/포장/토공/상.하수도/보링.그라우팅.파일,철콘/지반조성.포장/상.하수도,부산광역시 기장군,부산,"269,820,000","245,290,909","267,507,025",-0.85723,"236,310,700",-0.85124,동성산업(주),234,25/03/05 11:00,부산,1~2년전
[R25BK00672982-000],기초 A값 수의 영도자원순환센터 주차장 조성공사 [R25BK00672982-000],포장/토공,지반조성.포장,부산광역시 영도구,부산,"130,390,000","118,536,364","130,433,425",0.03330,"115,314,100",0.03477,케이알토건 주식회사,113,25/03/05 11:00,부산,1~2년전
[R25BK00671757-000],기초 A값 수의 주례동 무량사 주변 노후관 개량공사 [R25BK00671757-000],상.하수도,상.하수도,부산광역시 상수도사업본부 북부사업소,부산,"146,950,600","133,591,455","147,502,425",0.37551,"130,544,447",0.38709,주식회사 길조은건설,351,25/03/05 11:00,부산,1~2년전
[R25BK00671350-000],"기초 A값 순공사 2025년 관내(서금사,부곡 등) 긴급소파보수공사(단가계약) [R25BK00671350-000]",철콘/포장,철콘/지반조성.포장,부산광역시 금정구,부산,"346,073,000","314,611,818","343,208,425",-0.82774,"303,229,000",-0.81136,주식회사 동해건설,102,25/03/05 11:00,부산,1~2년전
[R25BK00671257-000],"기초 A값 순공사 2025년 관내(구서,장전 등) 긴급소파보수공사(단가계약) [R25BK00671257-000]",철콘/포장,철콘/지반조성.포장,부산광역시 금정구,부산,"346,073,000","314,611,818","345,239,000",-0.24099,"304,988,894",-0.23181,주식회사 서호이엔씨,102,25/03/05 11:00,부산,1~2년전
[R25BK00671142-000],기초 A값 수의 광안2동 금잔디아파트 주변 노후관 개량공사 [R25BK00671142-000],상.하수도,상.하수도,부산광역시 상수도사업본부 남부사업소,부산,"91,218,000","82,925,455","92,144,825",1.01605,"81,477,700",1.01612,주식회사 다원건설,344,25/03/05 11:00,부산,1~2년전
[R25BK00665503-000],기초 A값 수의 상호진출 해운대포장마차촌 진출입로 개설공사 [R25BK00665503-000],토목/토건/포장/토공/조경식재/조경시설물/보링.그라우팅.파일,지반조성.포장/조경식재.시설물,부산광역시 해운대구,부산,"84,308,000","76,643,640","84,644,850",0.39954,"74,874,600",0.40204,주식회사 고려엔지니어링 종합건설,137,25/03/05 11:00,부산,1~2년전
[R25BK00663517-000],기초 A값 수의 부산반여교회 일원 노후관 개량공사 [R25BK00663517-000],상.하수도,상.하수도,부산광역시 상수도사업본부 해운대사업소,부산,"165,970,000","150,881,819","167,627,250",0.99852,"148,448,000",1.00467,주식회사 거대토건,350,25/03/05 11:00,부산,1~2년전
[R25BK00659654-000],기초 A값 순공사 상호진출 대저1동 기상청 인근 도로개설공사 2차 [R25BK00659654-000],토목/토건/철콘/포장/토공/보링.그라우팅.파일,철콘/지반조성.포장,부산광역시 강서구,부산,"510,274,000","463,885,455","502,375,025",-1.54799,"445,502,214",-1.54523,진암종합건설 주식회사,228,25/03/05 11:00,부산,1~2년전
[R25BK00669755-000],기초 A값 수의 좌수영로83번길 16일원 외 1개소 노후하수박스 준설공사 (재입찰) [R25BK00669755-000],상.하수도,상.하수도,부산광역시 수영구,부산,"207,227,000","188,388,182","208,057,000",0.40052,"183,968,210",0.43330,유한회사 금문건설,59,25/03/04 15:00,부산,1~2년전
[R25BK00671078-000],기초 A값 수의 우암동 7부두 일원 외 3개소 보행로 환경정비공사 [R25BK00671078-000],철콘/포장,철콘/지반조성.포장,부산광역시 남구,부산,"94,340,000","85,763,636","95,370,725",1.09256,"84,395,527",1.18250,주식회사 정록건설,109,25/03/04 11:00,부산,1~2년전
[R25BK00671025-000],기초 A값 수의 상호진출 정관읍 예림리(소3-460호선)도로개설공사(2차) [R25BK00671025-000],토목/토건/철콘/포장/토공/상.하수도/비계구조/보링.그라우팅.파일,철콘/지반조성.포장/상.하수도/비계구조,부산광역시 기장군,부산,"216,040,000","196,400,000","215,120,825",-0.42547,"190,323,660",-0.42161,주식회사 세진건설,178,25/03/04 11:00,부산,1~2년전
[R25BK00664477-000],기초 A값 순공사 중앙대로 1335번길 일원 복개구조물 준설공사 [R25BK00664477-000],상.하수도,상.하수도,부산광역시 동래구,부산,"265,425,000","241,295,455","266,086,625",0.24927,"235,354,711",0.28170,가나환경주식회사,60,25/03/04 11:00,부산,1~2년전
[R25BK00668114-000],기초 A값 수의 수안역 일원 복개구조물 준설공사 [R25BK00668114-000],상.하수도,상.하수도,부산광역시 동래구,부산,"131,760,000","119,782,292","132,795,025",0.78553,"117,456,800",0.86174,태진환경(주),61,25/02/28 11:00,부산,1~2년전
[R25BK00654553-000],기초 A값 수의 벽산유치원 보도확장사업 [R25BK00654553-000],포장,지반조성.포장,부산광역시 부산진구,부산,"97,229,000","88,390,000","98,352,525",1.15554,"87,032,595",1.15835,(주)금도건설,238,25/02/27 14:00,부산,1~2년전
[R25BK00663988-000],기초 A값 수의 2025년 싱크홀 발생지역 위해요인 정비공사(단가계약) [R25BK00663988-000],철콘/포장,철콘/지반조성.포장,부산광역시 금정구,부산,"146,073,000","132,793,636","146,549,625",0.32629,"129,621,100",0.41245,금탑건설주식회사,109,25/02/27 11:00,부산,1~2년전
[R25BK00654639-000],기초 A값 순공사 명지IC 일원 교통체계 및 보행자동선 개선공사 [R25BK00654639-000],포장,지반조성.포장,부산광역시 강서구,부산,"330,280,000","300,254,545","330,071,150",-0.06324,"294,397,720",-0.05768,삼원포장건설(주),217,25/02/27 11:00,부산,1~2년전
[R25BK00649365-000],기초 A값 수의 사여과지 공압식 제어밸브 교체공사 [R25BK00649365-000],기계설비/상.하수도,기계가스설비/상.하수도,부산환경공단해운대사업단,부산,"44,314,000","40,285,400","44,332,650",0.04208,"39,118,848",0.04404,주식회사 청수이앤씨,457,25/02/27 11:00,부산,1~2년전
[R25BK00661166-000],기초 A값 수의 2025년 금정구 도로굴착 복구공사(단가계약) [R25BK00661166-000],포장,지반조성.포장,부산광역시 금정구,부산,"196,260,000","178,418,182","197,623,550",0.69476,"174,507,320",0.71319,주식회사 운현건설,239,25/02/26 11:00,부산,1~2년전
[R25BK00660367-000],기초 A값 수의 노후하수관로 정비사업(3-1단계) 오수관로 1차 준설공사 [R25BK00660367-000],상.하수도,상.하수도,부산광역시 건설본부,부산,"138,000,000","125,454,545","138,276,750",0.20054,"122,182,315",0.21082,유한회사다정건설,63,25/02/26 11:00,부산,1~2년전
[R25BK00658984-000],기초 A값 수의 동삼초등학교 일원 노후관 개량공사 [R25BK00658984-000],상.하수도,상.하수도,부산광역시 상수도사업본부 영도사업소,부산,"101,130,000","91,936,364","101,909,775",0.77106,"90,182,652",0.79679,대경건설(주),344,25/02/26 11:00,부산,1~2년전
[R25BK00650763-000],기초 A값 순공사 사상구청 교차로 일원 침수해소공사 [R25BK00650763-000],상.하수도,상.하수도,부산광역시 사상구,부산,"456,287,000","414,806,364","455,809,075",-0.10475,"403,030,000",-0.07060,주식회사 정보건설,118,25/02/26 11:00,부산,1~2년전
[2025-01600],기초 수의 공개 18해감대대 온정 TOD 보강공사 [2025-01600],포장,지반조성.포장,육군제53보병사단,부산,"41,199,450","37,454,045","41,253,052",0.13010,"36,198,400",0.13261,주식회사 도방건설,136,25/02/25 13:30,부산,1~2년전
[R25BK00656140-000],기초 A값 수의 용호동 오륙도뜨란채 주변 상수도관 신설공사 [R25BK00656140-000],상.하수도,상.하수도,부산광역시 상수도사업본부 남부사업소,부산,"132,106,000","120,096,364","132,100,800",-0.00394,"116,889,685",-0.00291,대현토공 주식회사,355,25/02/25 11:00,부산,1~2년전
[R25BK00655661-000],기초 A값 수의 감전동 대한철강 주변 노후관 개량공사 [R25BK00655661-000],상.하수도,상.하수도,부산광역시 상수도사업본부 북부사업소,부산,"80,181,000","72,891,819","79,958,150",-0.27794,"70,720,000",-0.27362,송월건설 주식회사,343,25/02/25 11:00,부산,1~2년전
[R25BK00655352-000],기초 A값 수의 2025년 긴급 하수관로 보수공사(단가계약) [R25BK00655352-000],철콘/상.하수도,철콘/상.하수도,부산광역시 동구,부산,"220,000,000","200,000,000","221,456,400",0.66200,"196,135,080",0.74599,주식회사 거도산업,127,25/02/25 11:00,부산,1~2년전
[R25BK00653927-000],기초 A값 수의 대저2동 정관마을(549-26번지) 일원 배수로 정비공사(2차) [R25BK00653927-000],상.하수도,상.하수도,부산광역시 강서구,부산,"175,040,000","159,127,273","172,978,075",-1.17798,"153,446,500",-1.14616,주식회사 천진,350,25/02/25 11:00,부산,1~2년전
[R25BK00652980-000],기초 A값 수의 노후하수관로 정비사업(3-1단계) 오수관로 2차 준설공사 [R25BK00652980-000],상.하수도,상.하수도,부산광역시 건설본부,부산,"42,900,000","39,000,000","42,793,525",-0.24820,"37,764,080",-0.24072,(주)이연건설,55,25/02/25 11:00,부산,1~2년전
[R25BK00649836-000],기초 A값 순공사 2025년 해운대구 하수관거 기계준설공사(단가계약) [R25BK00649836-000],상.하수도,상.하수도,부산광역시 해운대구,부산,"343,944,000","312,676,364","345,216,650",0.37001,"304,983,680",0.37458,주식회사 하원이앤지,57,25/02/25 11:00,부산,1~2년전
[R25BK00643336-000],기초 A값 순공사 2025년 서부사업소 상수도 바로서비스팀 운영사업(단가계약) [R25BK00643336-000],상.하수도,상.하수도,부산광역시,부산,"535,139,000","486,490,000","531,163,000",-0.74299,"469,446,600",-0.73271,(주)새미래환경이엔씨,291,25/02/25 11:00,부산,1~2년전
[R25BK00650267-000],기초 A값 수의 특허 2025년 광안대교 노후 아스팔트 포장 보수공사 [R25BK00650267-000],포장,지반조성.포장,부산시설공단,부산,"154,385,800","140,350,727","155,432,200",0.67778,"137,447,000",0.68096,경승개발(주),241,25/02/24 13:00,부산,1~2년전
[R25BK00653675-000],기초 A값 수의 홍곡로320번길 및 대광APT 보도정비공사 [R25BK00653675-000],포장,지반조성.포장,부산광역시 남구,부산,"85,660,000","77,872,727","85,159,575",-0.58420,"75,374,400",-0.58237,(주)지백건설,239,25/02/24 11:00,부산,1~2년전
[R25BK00653495-000],기초 A값 수의 유엔로 127-2 일원 하수시설 정비공사 [R25BK00653495-000],상.하수도,상.하수도,부산광역시 남구,부산,"70,360,000","63,963,636","70,824,075",0.65957,"62,610,345",0.66660,주식회사 보광건설산업,333,25/02/24 11:00,부산,1~2년전
[R25BK00645353-000],기초 A값 순공사 2025년 해운대구 도로소파수선공사(단가계약-중․좌․송정동) [R25BK00645353-000],철콘/포장,철콘/지반조성.포장,부산광역시 해운대구,부산,"240,000,000","218,181,818","240,603,600",0.25150,"212,604,000",0.25513,주식회사 장천건설,104,25/02/24 11:00,부산,1~2년전
[R25BK00644936-000],기초 A값 순공사 2025년 해운대구 도로소파수선공사(단가계약-재송․우동) [R25BK00644936-000],철콘/포장,철콘/지반조성.포장,부산광역시 해운대구,부산,"240,000,000","218,181,818","238,587,000",-0.58875,"210,833,800",-0.58547,(주)윤성건설,104,25/02/24 11:00,부산,1~2년전
[R25BK00644520-000],기초 A값 순공사 2025년 해운대구 도로소파수선공사(단가계약-반여․반송동) [R25BK00644520-000],철콘/포장,철콘/지반조성.포장,부산광역시 해운대구,부산,"240,000,000","218,181,818","239,722,800",-0.11550,"211,845,183",-0.10521,에스앤씨이엔지 주식회사,102,25/02/24 11:00,부산,1~2년전
[03962],기초 수의 공개 협정 25-진-19 하수관거시설 준설 및 폐기물처리용역 [03962],상.하수도/폐기물수집.운반.처리,상.하수도,제7001부대,전국/부산/경남,"82,150,000","76,176,364","82,527,745",0.45982,"72,676,380",0.53170,(주)상운건설,9,25/02/24 10:30,부산,1~2년전
[R25BK00646603-000],기초 A값 수의 2025년 관내 보도시설 정비공사(단가계약) [R25BK00646603-000],철콘/포장,철콘/지반조성.포장,부산광역시 사상구,부산,"195,758,000","177,961,818","194,633,425",-0.57448,"172,105,000",-0.55982,청록건설(주),107,25/02/21 13:00,부산,1~2년전
[R25BK00649720-000],기초 A값 수의 관내 배수펌프장 인입관로 준설공사 [R25BK00649720-000],상.하수도,상.하수도,부산광역시 강서구,부산,"95,530,000","86,845,455","94,918,425",-0.64020,"83,942,590",-0.62375,주식회사 산울건설,67,25/02/21 11:00,부산,1~2년전
[R25BK00649139-000],기초 A값 수의 충렬대로 일원 자전거도로 사고위험지역 안전개선공사 [R25BK00649139-000],포장,지반조성.포장,부산광역시 동래구,부산,"108,630,000","98,763,633","107,830,525",-0.73597,"95,326,090",-0.72941,천부건설 주식회사,233,25/02/21 11:00,부산,1~2년전
[R25BK00639148-000],기초 A값 순공사 특허 괴정천 준설사업 [R25BK00639148-000],상.하수도,상.하수도,부산광역시 사하구,부산,"798,900,000","726,273,000","797,270,300",-0.20400,"704,162,300",-0.18221,주식회사금양이엔지,238,25/02/21 11:00,부산,1~2년전
[R25BK00644651-000],기초 A값 순공사 2025년 강서사업소 상수도 바로서비스팀 운영사업(단가계약) [R25BK00644651-000],상.하수도,상.하수도,부산광역시,부산,"342,728,390","311,571,264","340,705,475",-0.59024,"300,437,380",-0.57201,주식회사 다경건설산업,312,25/02/20 11:00,부산,1~2년전
[R25BK00644350-000],기초 A값 순공사 2025년 부산진사업소 상수도 바로서비스팀 운영사업(단가계약) [R25BK00644350-000],상.하수도,상.하수도,부산광역시,부산,"750,000,000","681,818,182","742,419,375",-1.01075,"656,781,648",-1.00025,한터건설 주식회사,284,25/02/20 11:00,부산,1~2년전
[R25BK00644226-000],"기초 A값 순공사 2025년 동래통합사업소(동래구, 연제구) 상수도 바로서비스팀 운영사업(단가계약) [R25BK00644226-000]",상.하수도,상.하수도,부산광역시,부산,"1,085,095,000","981,904,545","1,077,173,875",-0.73000,"953,434,920",-0.72210,주식회사 광토건설,272,25/02/20 11:00,부산,1~2년전
[R25BK00644074-000],기초 A값 순공사 2025년 동래통합사업소(금정구) 상수도 바로서비스팀 운영사업(단가계약) [R25BK00644074-000],상.하수도,상.하수도,부산광역시,부산,"700,061,000","636,419,091","692,475,875",-1.08350,"612,434,700",-1.07347,주식회사프라임스톤,283,25/02/20 11:00,부산,1~2년전
[R25BK00639776-000],기초 A값 수의 2025년 도로소파 보수공사(단가계약) [R25BK00639776-000],포장,지반조성.포장,부산광역시 영도구,부산,"67,870,000","61,700,000","67,982,550",0.16583,"59,998,130",0.17007,주식회사 테라건설,232,25/02/19 11:00,부산,1~2년전
[R25BK00639559-000],기초 A값 수의 2025년 농업기반시설물 긴급개보수(단가계약) 2구역 [R25BK00639559-000],철콘/상.하수도,철콘/상.하수도,부산광역시 기장군,부산,"98,000,000","89,090,909","97,924,350",-0.07720,"86,409,200",-0.04009,티엘엔지니어링 주식회사,120,25/02/19 11:00,부산,1~2년전
[R25BK00639510-000],기초 A값 수의 2025년 농업기반시설물 긴급개보수(단가계약) 1구역 [R25BK00639510-000],철콘/상.하수도,철콘/상.하수도,부산광역시 기장군,부산,"98,000,000","89,090,909","96,008,675",-2.03197,"85,087,204",-1.57747,강호건설 주식회사,120,25/02/19 11:00,부산,1~2년전
[R25BK00639177-000],기초 A값 수의 와석교차로 일원 하수시설 확충공사 [R25BK00639177-000],상.하수도,상.하수도,부산광역시 북구,부산,"130,026,000","118,205,455","128,859,100",-0.89744,"113,920,177",-0.88394,강호건설 주식회사,349,25/02/19 11:00,부산,1~2년전
[R25BK00637784-000],기초 A값 수의 2025년 긴급 도로보수공사(단가계약) [R25BK00637784-000],철콘/포장,철콘/지반조성.포장,부산광역시 동구,부산,"220,000,000","200,000,000","218,920,900",-0.49050,"193,310,940",-0.48248,주식회사 경진씨엔씨,110,25/02/19 11:00,부산,1~2년전
[R25BK00637654-000],기초 A값 수의 2025년 도로굴착 복구공사(단가계약) [R25BK00637654-000],포장,지반조성.포장,부산광역시 동구,부산,"100,000,000","90,909,091","99,496,750",-0.50325,"87,893,560",-0.50110,주식회사해강기업,237,25/02/19 11:00,부산,1~2년전
[R25BK00637708-000],A값 수의 백운초등학교 일원 외 3개소 하수도 준설공사 [R25BK00637708-000],상.하수도,상.하수도,부산광역시 남구,부산,"99,380,000","90,345,455","99,971,600",0.59529,"88,309,920",0.60766,하진건설(주),63,25/02/18 11:00,부산,1~2년전
[R25BK00636750-000],기초 A값 순공사 2025년 북부사업소 상수도 바로서비스팀 운영사업(단가계약) [R25BK00636750-000],상.하수도,상.하수도,부산광역시,부산,"911,000,000","828,181,818","903,732,525",-0.79775,"800,401,318",-0.77830,일강건설(주),274,25/02/18 11:00,부산,1~2년전
[R25BK00636625-000],기초 A값 순공사 2025년 남부사업소 상수도 바로서비스팀 운영사업(단가계약) [R25BK00636625-000],상.하수도,상.하수도,부산광역시,부산,"999,739,000","908,853,636","994,115,525",-0.56250,"879,895,317",-0.55300,조이엔지니어링,273,25/02/18 11:00,부산,1~2년전
[R25BK00636099-000],기초 A값 순공사 2025년 사하사업소 상수도 바로서비스팀 운영사업(단가계약) [R25BK00636099-000],상.하수도,상.하수도,부산광역시,부산,"898,655,000","816,959,091","907,048,475",0.93400,"802,423,650",0.93790,(주)부흥건설,275,25/02/18 11:00,부산,1~2년전
[R25BK00636087-000],기초 A값 수의 2025년 구거 및 소류지 정비공사(단가계약) 2구역 [R25BK00636087-000],철콘/상.하수도,철콘/상.하수도,부산광역시 기장군,부산,"98,000,000","89,090,909","97,807,200",-0.19674,"86,280,200",-0.19011,티엘엔지니어링 주식회사,118,25/02/18 11:00,부산,1~2년전
[R25BK00636017-000],기초 A값 수의 2025년 구거 및 소류지 정비공사(단가계약) 1구역 [R25BK00636017-000],철콘/상.하수도,철콘/상.하수도,부산광역시 기장군,부산,"98,000,000","89,090,909","98,836,725",0.85380,"87,220,500",0.90339,무성토건(주),118,25/02/18 11:00,부산,1~2년전
[R25BK00635618-000],기초 A값 순공사 2025년 기장사업소 상수도 바로서비스팀 운영사업(단가계약) [R25BK00635618-000],상.하수도,상.하수도,부산광역시,부산,"353,778,000","321,616,364","351,102,600",-0.75624,"309,936,119",-0.74170,가나환경주식회사,310,25/02/18 11:00,부산,1~2년전
[R25BK00635257-000],기초 A값 수의 상호진출 철마 석길마을 지구단위계획도로(소3-263호선) 개설공사(2차) [R25BK00635257-000],토목/토건/철콘/포장/토공/상.하수도/보링.그라우팅.파일,철콘/지반조성.포장/상.하수도,부산광역시 기장군,부산,"235,640,000","214,218,182","234,314,000",-0.56273,"207,522,304",-0.55320,동환종합건설주식회사,231,25/02/18 11:00,부산,1~2년전
[R25BK00633316-000],기초 A값 순공사 상호진출 국도14호선 기장 만화 등 3개소 포장도 보수공사 [R25BK00633316-000],포장/토목/토건,지반조성.포장,국토교통부 부산지방국토관리청 김해국토관리사무소,부산,"142,100,000","129,181,819","140,994,500",-0.77798,"125,659,565",-0.76140,비엠산업개발주식회사,236,25/02/17 11:00,부산,1~2년전
[R25BK00629767-000],기초 A값 수의 2025년 도로굴착 복구공사(단가계약) (재입찰) [R25BK00629767-000],포장,지반조성.포장,부산광역시 중구,부산,"40,000,000","36,363,637","40,441,000",1.10250,"35,696,570",1.11231,가산조경개발,115,25/02/14 17:00,부산,1~2년전
[R25BK00631386-000],기초 A값 수의 모라초등학교 배수시설공사 [R25BK00631386-000],철콘/상.하수도,철콘/상.하수도,부산광역시교육청 부산광역시북부교육지원청,부산,"86,580,000","78,709,091","86,446,275",-0.15446,"76,498,800",-0.14930,(주)윤성건설,114,25/02/14 11:00,부산,1~2년전
[R25BK00627633-000],기초 A값 수의 2025년 농로 및 용수로 정비공사(단가계약) 2구역 [R25BK00627633-000],철콘/상.하수도,철콘/상.하수도,부산광역시 기장군,부산,"98,000,000","89,090,909","97,193,000",-0.82347,"85,744,560",-0.81301,능전조경건설 주식회사,115,25/02/14 11:00,부산,1~2년전
[R25BK00627599-000],기초 A값 수의 2025년 농로 및 용수로 정비공사(단가계약) 1구역 [R25BK00627599-000],철콘/상.하수도,철콘/상.하수도,부산광역시 기장군,부산,"98,000,000","89,090,909","98,201,675",0.20579,"86,639,600",0.22785,(주)우수건설,114,25/02/14 11:00,부산,1~2년전
[R25BK00614643-000],기초 A값 순공사 와여포강 저수지 정비공사 [R25BK00614643-000],보링.그라우팅.파일,지반조성.포장,부산광역시 기장군,부산,"296,420,000","269,472,727","298,054,800",0.55151,"264,156,480",0.58850,(주)제일공사,31,25/02/14 11:00,부산,1~2년전
[R25BK00626898-000],기초 A값 순공사 상호진출 2025년 오수관로 유지관리 긴급보수 단가계약 공사(서부권) [R25BK00626898-000],토목/토건/철콘/포장/토공/상.하수도/보링.그라우팅.파일,철콘/지반조성.포장/상.하수도,부산환경공단관로사업소,부산,"1,474,986,000","1,340,896,364","1,474,772,200",-0.01450,"1,289,544,200",0.00960,대림종합건설 주식회사,173,25/02/13 11:00,부산,1~2년전
[R25BK00624772-000],기초 A값 순공사 상호진출 절영해안산책로 일원 경사형엘리베이터 설치공사 [R25BK00624772-000],토목/토건/철콘/포장/토공/보링.그라우팅.파일,철콘/지반조성.포장,부산광역시 영도구,부산,"372,734,000","338,849,091","366,234,525",-1.74374,"325,574,000",-1.64669,부광종합건설 주식회사,205,25/02/13 11:00,부산,1~2년전
