posting_id,공사명,종목,대업종,발주처,지역약칭,기초금액,추정가격,예정가격,예정가격사정률,1순위금액,1순위사정률,1순위업체,참여업체수,개찰일,검색지역,연차구분
[R26BK01605513-000],기초 A값 수의 동삼초등학교 교내포장 및 기타공사 소액수의 전자견적 공고 [R26BK01605513-000],포장,지반조성.포장,부산광역시교육청 부산광역시서부교육지원청,부산,"142,030,000","129,118,182","141,499,925",-0.37322,"127,795,600",-0.34301,주식회사 태인산업개발,259,26/07/03 11:00,부산,최근1년
[R26BK01605503-000],기초 A값 수의 다선초등학교 외부환경개선공사 소액수의 전자견적 공고 [R26BK01605503-000],포장,지반조성.포장,부산광역시교육청 부산광역시서부교육지원청,부산,"114,270,000","103,881,818","115,291,375",0.89382,"104,138,446",0.90470,에이치앤케이2건설 주식회사,257,26/07/03 11:00,부산,최근1년
[R26BK01599919-000],기초 A값 수의 특허 2026년 사상구 지반침하대응 노후하수관로 2차 정비공사(3-3단계) [R26BK01599919-000],상.하수도,상.하수도,부산광역시 사상구,부산,"99,690,000","90,627,273","99,791,000",0.10131,"89,974,802",0.10239,에스앤씨이엔지 주식회사,343,26/07/03 11:00,부산,최근1년
[R26BK01601362-000],기초 A값 순공사 사상초등학교 모듈러교사주변 외부환경개선공사 [R26BK01601362-000],포장/토공/보링.그라우팅.파일,지반조성.포장,부산광역시교육청,부산,"370,283,000","336,620,910","370,366,350",0.02250,"334,519,919",0.02402,(주)대흥이엔지,290,26/07/02 11:00,부산,최근1년
[R26BK01599958-000],기초 A값 수의 2026년 교통사고 잦은 곳 개선사업(감만사거리 일원) [R26BK01599958-000],포장,지반조성.포장,부산광역시 남구,부산,"125,891,000","114,446,364","125,806,725",-0.06695,"113,467,000",-0.06598,탑런컴퍼니(주),260,26/07/02 11:00,부산,최근1년
[R26BK01600994-000],기초 A값 수의 연제구 맨홀 추락방지시설 설치공사(2구역) [R26BK01600994-000],상.하수도,상.하수도,부산광역시 연제구,부산,"181,620,000","165,109,091","181,567,850",-0.02872,"163,459,000",-0.02624,(주)삼우특수개발,366,26/07/01 11:00,부산,최근1년
[R26BK01600740-000],기초 A값 수의 연제구 맨홀 추락방지시설 설치공사(1구역) [R26BK01600740-000],상.하수도,상.하수도,부산광역시 연제구,부산,"198,720,000","180,654,545","199,459,275",0.37201,"179,555,500",0.37441,주식회사 다경건설산업,366,26/07/01 11:00,부산,최근1년
[R26BK01600283-000],기초 A값 수의 상호진출 대저1동 SK진흥주유소~남해고속도로간 도로개설공사(4차) [R26BK01600283-000],토목/토건/토공/상.하수도,지반조성.포장/상.하수도,부산광역시 강서구,부산,"206,440,000","187,672,727","207,861,900",0.68877,"188,825,620",0.70626,하동건설 주식회사,226,26/07/01 11:00,부산,최근1년
[R26BK01601304-000],기초 A값 순공사 상호진출 대천천 누리길 조성사업(3차)(장기계속계약) [R26BK01601304-000],토목/토건/철콘/포장/토공/조경식재/조경시설물/보링.그라우팅.파일,지반조성.포장/조경식재.시설물/철콘,부산광역시 북구,부산,"1,940,500,000","1,764,290,000","1,954,452,225",0.71900,"1,752,021,700",0.72909,초우종합건설 주식회사,147,26/06/30 11:00,부산,최근1년
[R26BK01600288-000],기초 A값 수의 동구 충장대로 동천삼거리 일원 포장보수공사 [R26BK01600288-000],포장,지반조성.포장,부산광역시 건설안전시험사업소,부산,"60,170,000","54,700,000","59,553,025",-1.02539,"53,577,800",-1.02451,일동건설(주),260,26/06/30 11:00,부산,최근1년
[R26BK01599574-000],기초 A값 수의 송정동 백동길 일원 보도설치공사 [R26BK01599574-000],포장,지반조성.포장,부산광역시 해운대구,부산,"108,653,000","98,775,455","109,628,775",0.89806,"98,994,740",0.92241,성림종합건설(주),263,26/06/30 11:00,부산,최근1년
[R26BK01596755-000],기초 A값 수의 해운대해수욕장 보행자 집중지역 안전시설 설치사업 [R26BK01596755-000],포장,지반조성.포장,부산광역시 해운대구,부산,"89,800,000","81,636,364","89,110,375",-0.76796,"80,485,000",-0.76420,주식회사 대보건설,261,26/06/29 11:00,부산,최근1년
[R26BK01595987-000],기초 A값 수의 명장정수사업소 일원 도로확장공사 [R26BK01595987-000],철콘/포장,지반조성.포장/철콘,부산광역시 동래구,부산,"71,620,000","65,111,887","71,598,225",-0.03041,"64,560,493",-0.02141,부산토건(주),133,26/06/26 12:00,부산,최근1년
[R26BK01593614-000],기초 A값 수의 생물반응조(탈질조 5지) 하부 구조물 준설 [R26BK01593614-000],상.하수도,상.하수도,부산환경공단 동부사업소,부산,"65,045,000","59,131,818","65,288,650",0.37458,"58,884,893",0.37630,(주)금도건설,303,26/06/26 11:00,부산,최근1년
[R26BK01593215-000],기초 A값 수의 구만덕로 40 일원 도로정비공사 [R26BK01593215-000],포장,지반조성.포장,부산광역시 북구,부산,"77,150,000","70,136,364","77,066,725",-0.10794,"69,876,720",-0.10691,주식회사 단성건설,259,26/06/25 11:10,부산,최근1년
[R26BK01593219-000],기초 A값 순공사 상호진출 국도5호선 창녕 고암지구 등 도로시설물 정비공사 [R26BK01593219-000],토목/토건/포장/토공/금속구조물.창호.온실/보링.그라우팅.파일/지붕판금.건축물조립,지반조성.포장/금속창호.지붕건축물조립,국토교통부 부산지방국토관리청 김해국토관리사무소,부산/울산/경남,"422,580,000","384,163,637","420,956,300",-0.38424,"382,995,000",-0.38401,주식회사 흥진종합건설,615,26/06/25 11:00,부산,최근1년
[R26BK01590637-000],기초 A값 수의 문현지역아동센터 앞 교통체계 개선공사 [R26BK01590637-000],철콘/포장,지반조성.포장/철콘,부산광역시 남구,부산,"64,680,000","58,800,000","64,469,525",-0.32541,"58,201,500",-0.29104,송익건설(주),131,26/06/25 11:00,부산,최근1년
[R26BK01590219-000],기초 A값 수의 지반침하대응 노후하수관로 정비공사(3-2단계)(3차) [R26BK01590219-000],상.하수도,상.하수도,부산광역시 중구,부산,"78,644,000","71,494,545","78,500,100",-0.18298,"70,843,000",-0.17639,주식회사 늘푸른,345,26/06/25 11:00,부산,최근1년
[R26BK01588625-000],기초 A값 수의 (기장)대변2 맨홀펌프장 배관 및 밸브 교체공사 [R26BK01588625-000],기계설비/상.하수도,상.하수도/기계가스설비,부산환경공단기장사업소,부산,"32,689,000","29,717,273","32,617,550",-0.21858,"29,347,960",-0.21749,주식회사 다온테크닉스,516,26/06/25 11:00,부산,최근1년
[R26BK01564626-001],정정 기초 A값 순공사 상호진출 2026년도 부산항 감천항 항만시설물 유지보수공사 [R26BK01564626-001],토목/토건/포장/토공/금속구조물.창호.온실/보링.그라우팅.파일/지붕판금.건축물조립,지반조성.포장/금속창호.지붕건축물조립,부산항만공사,부산,"1,614,957,000","1,468,142,728","1,616,127,900",0.07250,"1,447,103,087",0.07839,주식회사 포레건설,151,26/06/25 11:00,부산,최근1년
[R26BK01564625-001],정정 기초 A값 순공사 상호진출 2026년도 부산항 북항 일반부두 항만시설물 유지보수공사 [R26BK01564625-001],토목/토건/포장/토공/금속구조물.창호.온실/수중/보링.그라우팅.파일/지붕판금.건축물조립,지반조성.포장/금속창호.지붕건축물조립/수중.준설,부산항만공사,부산/경남,"1,483,205,000","1,348,368,182","1,491,711,225",0.57350,"1,330,787,770",0.57460,미금종합건설 주식회사,822,26/06/25 11:00,부산,최근1년
[R26BK01564561-000],기초 A값 순공사 상호진출 2026년도 부산항 북항 컨부두 항만시설물 유지보수공사 [R26BK01564561-000],토목/토건/철콘/포장/토공/금속구조물.창호.온실/수중/보링.그라우팅.파일/지붕판금.건축물조립,지반조성.포장/금속창호.지붕건축물조립/철콘/수중.준설,부산항만공사,부산,"2,475,109,000","2,250,099,091","2,474,069,500",-0.04200,"2,207,893,600",-0.04162,주식회사 토평종합건설,137,26/06/25 11:00,부산,최근1년
[24027],물품 기초 수의 공개 (육성)부산 훈련장주변 도로포장 설치납품(구매) [24027],포장/기타물품,지반조성.포장,육군제53보병사단,부산,"33,880,000","30,800,000","33,749,265",-0.38588,"29,730,000",-0.28309,주식회사 신영토건,48,26/06/25 11:00,부산,최근1년
[R26BK01590729-000],기초 A값 수의 구만덕로 40 일원 보도신설공사 [R26BK01590729-000],포장,지반조성.포장,부산광역시 북구,부산,"104,900,000","95,363,636","104,556,775",-0.32720,"95,062,500",-0.31802,(주)유안건설,258,26/06/24 11:00,부산,최근1년
[R26BK01588964-000],기초 A값 수의 안전한 통학로 조성사업(교리초) [R26BK01588964-000],포장,지반조성.포장,부산광역시 기장군,부산,"146,762,000","133,420,000","147,975,425",0.82679,"133,585,670",0.83372,주식회사 이담건설,264,26/06/24 11:00,부산,최근1년
[R26BK01588939-000],기초 A값 수의 2026년 과정초 등 6교 배수로 준설공사 [R26BK01588939-000],상.하수도,상.하수도,부산광역시교육청 부산광역시동래교육지원청,부산,"36,103,000","32,820,909","36,173,825",0.19617,"32,528,000",0.21026,거북토건 주식회사,270,26/06/24 11:00,부산,최근1년
[R26BK01588322-000],기초 A값 수의 2026년 해운대교육지원청 학교현장 지원사업 배수로준설 공사 [R26BK01588322-000],상.하수도,상.하수도,부산광역시교육청 부산광역시해운대교육지원청,부산,"39,610,000","36,009,091","39,669,350",0.14983,"35,836,757",0.15820,주식회사 제일건설,282,26/06/24 11:00,부산,최근1년
[R26BK01588284-000],기초 A값 수의 본처리장 노후 탈취배관 교체공사 [R26BK01588284-000],기계설비/상.하수도,상.하수도/기계가스설비,부산환경공단 남부사업소,부산,"177,390,000","161,263,636","177,520,425",0.07352,"159,794,800",0.07614,주식회사 우일이앤씨,630,26/06/24 11:00,부산,최근1년
[R26BK01568241-000],기초 A값 순공사 특허 2026년 지반침하대응 노후하수관로 정비공사(3-2단계) [R26BK01568241-000],상.하수도,상.하수도,부산광역시 영도구,부산,"244,390,000","222,172,728","244,658,875",0.11001,"220,709,220",0.12210,삼희성건설(주),321,26/06/24 11:00,부산,최근1년
[K26S067000/0],기초 A값 순공사 협정 관내 고리3발 영구사면 소단(1~2단) 진입로 신설공사 [K26S067000/0],포장,지반조성.포장,한국수력원자력(주) 고리원자력본부,기장/울주,"187,330,000","170,300,000","187,235,568",-0.05041,"169,088,000",-0.04739,주식회사케이비건설,77,26/06/23 14:00,부산,최근1년
[R26BK01582424-000],기초 A값 순공사 상호진출 연제구 노후하수관로 정비공사(3-2단계) 3차 [R26BK01582424-000],상.하수도/토목/토건,상.하수도,부산광역시 연제구,부산,"427,390,000","378,790,910","425,669,800",-0.40249,"385,420,000",-0.40179,주식회사 성심,348,26/06/23 11:00,부산,최근1년
[R26BK01579960-000],기초 A값 수의 삼락IC 일원 하수관로 준설공사 [R26BK01579960-000],상.하수도,상.하수도,부산광역시 사상구,부산,"162,159,000","147,417,273","161,788,125",-0.22872,"146,019,152",-0.21870,에이치알이앤씨 주식회사,74,26/06/23 11:00,부산,최근1년
[R26BK01578897-000],기초 A값 순공사 2026년 도로굴착 복구공사 단가계약(2구역) [R26BK01578897-000],포장,지반조성.포장,부산광역시 강서구,부산,"500,000,000","454,545,455","500,116,250",0.02325,"452,813,000",0.03808,천지개발(주),228,26/06/23 11:00,부산,최근1년
[R26BK01578891-000],기초 A값 순공사 2026년 도로굴착 복구공사 단가계약(1구역) [R26BK01578891-000],포장,지반조성.포장,부산광역시 강서구,부산,"500,000,000","454,545,455","496,651,250",-0.66975,"449,681,400",-0.65981,혁신건설주식회사,231,26/06/23 11:00,부산,최근1년
[E012604371],기초 A값 수의 2025년 통합GPR탐사 결과에 따른 도로공동 확인굴착 및 복구공사 [E012604371],포장,지반조성.포장,한국전력공사 부산울산본부,부산,"51,480,000","46,800,000","51,338,109",-0.27563,"46,290,200",-0.26808,주식회사 로드건설,130,26/06/23 11:00,부산,최근1년
[2026-08962],기초 A값 순공사 상호진출 충렬교회 법면 복구 토목공사(26-대-10) [2026-08962],철콘/포장/토공/보링.그라우팅.파일/토목/토건,지반조성.포장/철콘,육군제53보병사단,부산,"596,950,020","542,681,836","598,493,565",0.25857,"540,797,700",0.26742,(주)동서이엔지,163,26/06/23 10:30,부산,최근1년
[R26BK01584768-000],A값 수의 강동1처리분구 노후 오수관로 정비(고도화사업) 준설공사 [R26BK01584768-000],상.하수도,상.하수도,부산광역시 건설본부,부산,"148,000,000","134,545,455","147,977,100",-0.01548,"133,568,500",0.02021,동림건업(주),59,26/06/22 11:00,부산,최근1년
[R26BK01583774-000],기초 A값 순공사 수영강 일원 자전거도로 분리공사 [R26BK01583774-000],포장,지반조성.포장,부산광역시 해운대구,부산,"286,560,000","260,509,091","284,216,700",-0.81774,"256,658,920",-0.81386,주식회사 방우,242,26/06/22 11:00,부산,최근1년
[R26BK01583624-000],기초 A값 수의 구평초등학교 외부환경개선공사 소액수의 전자견적 공고 [R26BK01583624-000],포장,지반조성.포장,부산광역시교육청 부산광역시서부교육지원청,부산,"31,380,000","28,527,273","31,803,450",1.34942,"28,666,090",1.42825,가람포장건설(주),235,26/06/22 11:00,부산,최근1년
[R26BK01581921-000],기초 A값 수의 암남공원로 일원 보도정비공사 [R26BK01581921-000],포장/토공/보링.그라우팅.파일,지반조성.포장,부산광역시 서구,부산,"81,846,000","74,405,455","81,619,525",-0.27671,"74,441,820",-0.27567,영민건설 주식회사,313,26/06/19 11:00,부산,최근1년
[R26BK01580503-000],기초 A값 수의 수영강 휴먼브릿지 일원 산책로 정비공사 [R26BK01580503-000],포장,지반조성.포장,부산광역시 해운대구,부산,"69,660,000","63,327,273","69,612,500",-0.06819,"62,894,000",-0.06559,태능건설(주),262,26/06/19 11:00,부산,최근1년
[R26BK01580386-000],기초 A값 수의 동백역 1번출구 일원 보도정비공사 [R26BK01580386-000],포장,지반조성.포장,부산광역시 해운대구,부산,"69,334,000","63,030,909","69,841,075",0.73135,"63,095,760",0.74180,주식회사 일성엔지니어링,262,26/06/19 11:00,부산,최근1년
[R26BK01578152-000],기초 A값 순공사 관내 서부권 터널 일상유지 정비공사 [R26BK01578152-000],토공,지반조성.포장,국토교통부 부산지방국토관리청 김해국토관리사무소,부산/울산/경남,"326,000,000","296,363,637","326,093,775",0.02876,"298,090,500",0.04704,보선건설 주식회사,358,26/06/18 11:00,부산,최근1년
[R26BK01578125-000],기초 A값 순공사 관내 동부권 터널 일상유지 정비공사 [R26BK01578125-000],토공,지반조성.포장,국토교통부 부산지방국토관리청 김해국토관리사무소,부산/울산/경남,"326,000,000","296,363,637","323,056,250",-0.90300,"295,316,856",-0.90100,주식회사 대운종합건설,359,26/06/18 11:00,부산,최근1년
[R26BK01577866-000],기초 A값 수의 연산9동 연제예식장 주변 상수도관 교체공사 [R26BK01577866-000],상.하수도,상.하수도,부산광역시 상수도사업본부 동래통합사업소,부산,"139,994,000","127,267,273","140,024,125",0.02151,"126,500,000",0.02853,주식회사 무진산업개발,362,26/06/18 11:00,부산,최근1년
[R26BK01575659-000],기초 A값 수의 2026년 동부산권역 아스팔트포장 긴급(소파) 보수공사 2차(단가계약) [R26BK01575659-000],포장,지반조성.포장,부산광역시 건설안전시험사업소,부산,"99,000,000","90,000,000","98,060,300",-0.94920,"88,429,000",-0.94306,대정토건 주식회사,257,26/06/18 11:00,부산,최근1년
[R26BK01574481-000],기초 A값 수의 협정 실적 감전 중계펌프장 수중펌프 오버홀 [R26BK01574481-000],기계설비/상.하수도,상.하수도/기계가스설비,부산환경공단 강변사업단,부산,"59,538,000","54,125,455","58,873,775",-1.11564,"53,116,230",-0.71960,대성엔텍(주),13,26/06/18 11:00,부산,최근1년
[R26BK01573440-000],기초 A값 순공사 특허 망미동 부산은행 일원 노후하수박스 보수공사 [R26BK01573440-000],철콘/상.하수도,철콘/상.하수도,부산광역시 수영구,부산,"298,950,000","271,772,727","297,277,425",-0.55949,"268,171,105",-0.55490,윤슬건설 주식회사,415,26/06/18 11:00,부산,최근1년
[R26BK01573030-000],기초 A값 순공사 대연3구역 주택재개발정비사업 구간 내 상수도관 이설공사 [R26BK01573030-000],상.하수도,상.하수도,부산광역시,부산,"687,413,000","624,920,909","677,443,825",-1.45025,"613,885,263",-1.42120,주식회사 대로건설,311,26/06/18 11:00,부산,최근1년
[R26BK01571765-000],기초 A값 수의 부산기계공고 인조잔디 테니스장 개보수공사 [R26BK01571765-000],포장,지반조성.포장,중소벤처기업부 부산기계공업고등학교,부산,"106,717,000","97,015,456","106,805,900",0.08330,"96,367,580",0.08529,(주)동우토건,260,26/06/18 11:00,부산,최근1년
[2026-08572],기초 A값 수의 공개 부산예비군훈련대 야지훈련장 법사면 보수 공사 [2026-08572],철콘/토공/석공,지반조성.포장/도장.습식.방수.석공/철콘,육군제53보병사단,부산,"34,000,000","30,909,091","34,270,600",0.79588,"30,961,500",0.94722,주식회사 이담건설,10,26/06/18 11:00,부산,최근1년
[R26BK01576505-000],기초 A값 수의 초장동 131-92번지 일원 외 11개소 노후하수관로 정비공사 [R26BK01576505-000],상.하수도,상.하수도,부산광역시 서구,부산,"121,340,000","110,309,090","121,951,925",0.50430,"110,455,802",0.50871,덕부건설산업 (주),355,26/06/17 11:00,부산,최근1년
[R26BK01576157-000],기초 A값 수의 양달로(금곡대로 374) 일원 도로(우회전) 확장공사 [R26BK01576157-000],포장,지반조성.포장,부산광역시 북구,부산,"100,100,000","91,000,000","99,350,825",-0.74843,"90,349,400",-0.73822,주식회사 거림건업,264,26/06/17 11:00,부산,최근1년
[R26BK01575953-000],기초 A값 수의 수영강변대로 일원 보도정비공사 [R26BK01575953-000],포장,지반조성.포장,부산광역시 해운대구,부산,"94,990,000","86,354,545","95,517,950",0.55579,"86,233,000",0.55935,주식회사 대원이엔씨건설,263,26/06/17 11:00,부산,최근1년
[R26BK01573010-000],기초 A값 수의 엄궁동 엄궁중학교 주변 상수도관 교체공사 [R26BK01573010-000],상.하수도,상.하수도,부산광역시 상수도사업본부 북부사업소,부산,"103,815,000","94,377,273","102,969,475",-0.81446,"93,031,068",-0.79780,주식회사 대로건설,358,26/06/17 11:00,부산,최근1년
[R26BK01570340-000],기초 A값 수의 부산진구 관내 횡단보도 정비사업 [R26BK01570340-000],포장,지반조성.포장,부산광역시 부산진구,부산,"39,791,000","36,173,636","39,118,700",-1.68958,"35,184,310",-1.68179,새늘건설 주식회사,243,26/06/16 14:00,부산,최근1년
[R26BK01566898-000],기초 A값 수의 개금1동 냉정로 184 일원 보도정비공사 [R26BK01566898-000],포장,지반조성.포장,부산광역시 부산진구,부산,"34,650,000","31,500,000","34,250,025",-1.15433,"30,925,992",-1.14129,(주)더원건설,239,26/06/16 14:00,부산,최근1년
[R26BK01572553-000],기초 A값 수의 기장 차성로 일원(무곡지하차도~매화원입구) 도로정비공사 [R26BK01572553-000],포장/토공/보링.그라우팅.파일,지반조성.포장,부산광역시 기장군,부산,"57,826,000","52,569,091","57,932,175",0.18361,"52,148,500",0.20558,상진토건 주식회사,313,26/06/16 11:00,부산,최근1년
[R26BK01570763-000],기초 A값 수의 반여동 1508-17 일원 외 1개소 도로정비공사 [R26BK01570763-000],포장,지반조성.포장,부산광역시 해운대구,부산,"71,070,000","64,609,091","71,020,475",-0.06969,"64,153,110",-0.06670,흑석건설(주),260,26/06/16 11:00,부산,최근1년
[2026-07918],기초 A값 순공사 상호진출 26-A-00부대 시설공사(1022) [2026-07918],건축/토건/철콘/포장/토공/도장/습식.방수/상.하수도/금속구조물.창호.온실/석공/실내건축/비계구조/보링.그라우팅.파일/지붕판금.건축물조립,지반조성.포장/실내건축/금속창호.지붕건축물조립/도장.습식.방수.석공/철콘/비계구조/상.하수도,국군재정관리단,부산,"6,039,918,620","5,600,652,719","6,015,042,060",-0.41187,"5,338,206,000",-0.39162,(주)유림이엔씨,208,26/06/16 11:00,부산,최근1년
[R26BK01568963-000],기초 A값 수의 어린이보호구역 개선사업(월내초 등 2개소) [R26BK01568963-000],포장,지반조성.포장,부산광역시 기장군,부산,"87,980,000","79,981,819","88,330,875",0.39881,"79,758,400",0.40392,송익건설(주),261,26/06/15 11:00,부산,최근1년
[R26BK01568620-000],기초 A값 수의 우동 대우마리나아파트 일원 도로정비공사 [R26BK01568620-000],포장,지반조성.포장,부산광역시 해운대구,부산,"82,296,000","74,814,545","82,100,575",-0.23747,"74,068,200",-0.23527,주식회사 광평산업개발,258,26/06/15 11:00,부산,최근1년
[R26BK01563272-000],기초 A값 수의 침사반출컨베이어(B) 오버홀 수선공사 [R26BK01563272-000],기계설비/상.하수도,상.하수도/기계가스설비,부산환경공단 녹산사업소,부산,"44,990,000","40,900,000","45,137,825",0.32857,"40,670,000",0.32881,주식회사 에이스텍,522,26/06/15 11:00,부산,최근1년
[R26BK01561713-000],기초 A값 수의 동평로 교통체계 개선사업 [R26BK01561713-000],포장,지반조성.포장,부산광역시 부산진구,부산,"44,586,000","40,532,727","44,186,100",-0.89692,"39,838,590",-0.88802,(주)부성건설,250,26/06/12 14:00,부산,최근1년
[R26BK01567467-000],기초 A값 수의 수영로 606번길 43 일원 도로정비공사 [R26BK01567467-000],포장,지반조성.포장,부산광역시 수영구,부산,"59,500,000","54,090,909","60,105,000",1.01680,"54,111,890",1.06708,예인건설 주식회사,259,26/06/12 11:00,부산,최근1년
[R26BK01566564-000],기초 A값 수의 서동 미로시장 일원 하수관로 준설공사 [R26BK01566564-000],상.하수도,상.하수도,부산광역시 금정구,부산,"133,489,000","121,353,636","131,676,600",-1.35772,"119,086,600",-1.20173,(주)윤성건설,77,26/06/12 11:00,부산,최근1년
[R26BK01566206-000],기초 A값 수의 연산9동 과정로114번길(태양어린이집) 주변 노후관 개량공사 [R26BK01566206-000],상.하수도,상.하수도,부산광역시 상수도사업본부 동래통합사업소,부산,"75,638,000","68,761,819","76,462,325",1.08982,"69,094,200",1.09752,주식회사 다원건설,354,26/06/12 11:00,부산,최근1년
[R26BK01566041-000],기초 A값 수의 금사동 윤산늘봄 전용학교 주변 노후관 개량공사 [R26BK01566041-000],상.하수도,상.하수도,부산광역시 상수도사업본부 동래통합사업소,부산,"101,250,000","92,045,455","100,516,725",-0.72423,"90,779,880",-0.72144,주식회사 보해종합건설,359,26/06/12 11:00,부산,최근1년
[R26BK01565912-000],기초 A값 수의 금사동 일광택시 주변 노후관 개량공사 [R26BK01565912-000],상.하수도,상.하수도,부산광역시 상수도사업본부 동래통합사업소,부산,"158,930,000","144,481,818","158,563,725",-0.23047,"143,142,130",-0.22497,(주)성운건설산업,361,26/06/12 11:00,부산,최근1년
[R26BK01565309-000],기초 A값 수의 2026년 동구 긴급 하수관로 보수공사(단가계약) [R26BK01565309-000],철콘/상.하수도,철콘/상.하수도,부산광역시 동구,부산,"150,000,000","136,363,636","150,627,375",0.41825,"135,841,500",0.42278,청록건설(주),147,26/06/12 11:00,부산,최근1년
[R26BK01563688-000],기초 A값 수의 좌동1배수지 테니스장 인조잔디 설치공사 [R26BK01563688-000],포장,지반조성.포장,부산광역시 해운대구,부산,"79,260,000","72,054,546","80,527,225",1.59882,"72,728,420",1.62399,여천건설(주),261,26/06/12 11:00,부산,최근1년
[R26BK01561388-000],기초 A값 수의 2026년 남부교육지원청 학교현장지원사업 배수로관리 [R26BK01561388-000],상.하수도,상.하수도,부산광역시교육청 부산광역시남부교육지원청,부산,"47,899,000","43,544,545","48,054,350",0.32432,"43,396,915",0.33000,조이엔지니어링,316,26/06/12 11:00,부산,최근1년
[R26BK01558718-000],기초 A값 수의 남운동장 (축구장)인조잔디 및 (농구장)탄성포장재 교체 공사 [R26BK01558718-000],포장,지반조성.포장,한국해양대학교,부산,"113,498,000","103,180,000","113,013,975",-0.42647,"101,972,489",-0.42420,장원건설 주식회사,259,26/06/12 11:00,부산,최근1년
[R26BK01556834-000],기초 A값 순공사 특허 봉림동 봉림지하차도(869-1번지)일원 도로정비공사(1차)(특허공법포함) [R26BK01556834-000],포장,지반조성.포장,부산광역시 강서구,부산,"266,490,000","242,263,636","267,423,425",0.35026,"242,827,990",0.36450,예서건설 주식회사,238,26/06/12 11:00,부산,최근1년
[21207],물품 기초 수의 공개 부산훈련대 쇄석포설 설치납품 [21207],포장/기타물품,지반조성.포장,육군제53보병사단,부산,"22,220,000","20,200,000","22,190,127",-0.13445,"19,544,990",-0.04404,(주)중앙건설산업,25,26/06/12 11:00,부산,최근1년
[R26BK01561643-000],기초 A값 수의 부산시민공원 ~ 하마정교차로 일원 보도정비공사(2차) [R26BK01561643-000],포장,지반조성.포장,부산광역시 부산진구,부산,"161,530,000","146,845,455","159,995,150",-0.95020,"144,529,190",-0.94606,에스투비건설 주식회사,254,26/06/11 14:00,부산,최근1년
[R26BK01558117-000],기초 A값 수의 상호진출 오시리아 #2오수중계펌프장 내 PC비상저류조 설치공사 [R26BK01558117-000],토목/토건/철콘/상.하수도,철콘/상.하수도,부산도시공사,부산,"341,810,000","310,899,246","339,968,550",-0.53874,"307,347,680",-0.52101,(주)토운,245,26/06/11 13:00,부산,최근1년
[R26BK01563945-000],기초 A값 수의 녹산하수 1차침전지 스컴스키머 교체 부대공사 [R26BK01563945-000],기계설비/상.하수도,상.하수도/기계가스설비,부산광역시 건설본부,부산,"98,090,000","89,172,727","96,326,650",-1.79769,"87,281,490",-1.73000,주식회사 국도,582,26/06/11 11:20,부산,최근1년
[R26BK01564019-000],기초 A값 수의 협정 화명생태공원 남해고속도로 하부공간 환경정비사업 [R26BK01564019-000],토공/조경식재,지반조성.포장/조경식재.시설물,부산광역시 북구,부산,"165,930,000","150,845,455","165,836,300",-0.05647,"150,129,201",-0.03550,덕산산업개발주식회사,46,26/06/11 11:00,부산,최근1년
[R26BK01564010-000],기초 A값 순공사 상호진출 철마로(장전마을 일원) 도로확장공사(4-2차) [R26BK01564010-000],토목/토건/철콘/포장/토공/상.하수도/보링.그라우팅.파일,지반조성.포장/철콘/상.하수도,부산광역시 기장군,부산,"3,576,960,000","3,251,781,818","3,573,275,775",-0.10300,"3,191,684,010",-0.09650,고도건설산업(주),149,26/06/11 11:00,부산,최근1년
[R26BK01563756-000],기초 A값 수의 해운대하수 슬러지케이크 이송설비 교체 부대(기계)공사 [R26BK01563756-000],기계설비/상.하수도,상.하수도/기계가스설비,부산광역시 건설본부,부산,"68,760,000","62,509,091","68,752,825",-0.01044,"62,082,040",-0.00170,와이비엔지니어링주식회사,556,26/06/11 11:00,부산,최근1년
[R26BK01563639-000],기초 A값 수의 온천천로(동래역~동래교) 일원 보도정비공사 [R26BK01563639-000],포장,지반조성.포장,부산광역시 동래구,부산,"41,540,000","37,763,637","41,297,575",-0.58360,"37,263,580",-0.57771,성보건설주식회사,238,26/06/11 11:00,부산,최근1년
[R26BK01563127-000],기초 A값 순공사 관내 터널 일상유지 정비공사 [R26BK01563127-000],토공,지반조성.포장,국토교통부 부산지방국토관리청 김해국토관리사무소,부산/울산/경남,"326,000,000","296,363,637","323,024,500",-0.91274,"295,348,800",-0.89008,유창중건설,358,26/06/11 11:00,부산,최근1년
[R26BK01561965-000],기초 A값 순공사 신평1동 일원 분류식화 지역 내 배수설비 정비사업(1차) [R26BK01561965-000],상.하수도,상.하수도,부산광역시 사하구,부산,"243,630,000","221,482,000","245,094,900",0.60128,"221,335,500",0.60724,주식회사 광평산업개발,335,26/06/11 11:00,부산,최근1년
[R26BK01559200-000],기초 A값 수의 새싹로(연지동) 일원 도로정비 공사 [R26BK01559200-000],포장,지반조성.포장,부산광역시 부산진구,부산,"106,223,000","96,566,364","106,690,700",0.44030,"96,353,100",0.44759,거북설비(주),258,26/06/10 14:00,부산,최근1년
[R26BK01560863-000],기초 A값 수의 사직동 석사로18번길 16 주변 상수도관 교체공사 [R26BK01560863-000],상.하수도,상.하수도,부산광역시 상수도사업본부 동래통합사업소,부산,"86,370,000","78,518,182","86,146,325",-0.25898,"78,018,500",-0.24483,거북설비(주),348,26/06/10 11:00,부산,최근1년
